rv,jumps,dts,vix,rets,c,vixann
3.688e-06,0.0,['30/12/2004'],5.2167195767195786e-05,0.00044483,3.68798855800499e-06,12.56
1.4553e-05,9.11755551350642e-06,['31/12/2004'],5.8407440476190466e-05,-0.0021271,5.43569895254187e-06,13.29
4.794e-05,0.0,['3/01/2005'],6.555767195767197e-05,-0.0084123,4.79403972692408e-05,14.08
4.3602e-05,3.27574815664792e-05,['4/01/2005'],6.46297619047619e-05,-0.011098,1.08441211436314e-05,13.98
2.7593e-05,0.0,['5/01/2005'],6.565082671957672e-05,-0.0035747,2.75934592249212e-05,14.09
3.2707e-05,0.0,['6/01/2005'],6.098425925925927e-05,0.002977,3.27070878520097e-05,13.58
3.2116e-05,0.0,['7/01/2005'],6.017860449735449e-05,-0.0013145,3.21162871696994e-05,13.49
2.6362e-05,0.0,['10/01/2005'],5.788125000000001e-05,0.0032158,2.63621242913698e-05,13.23
3.167e-05,0.0,['11/01/2005'],5.7531779100529095e-05,-0.0054866,3.16698880210446e-05,13.19
5.1222e-05,0.0,['12/01/2005'],5.2167195767195786e-05,0.0039641,5.12222181878574e-05,12.56
3.9106e-05,0.0,['13/01/2005'],5.451904761904762e-05,-0.0090987,3.91062480153345e-05,12.84
2.1401e-05,0.0,['14/01/2005'],5.1092890211640214e-05,0.0062157,2.14010006781979e-05,12.43
4.3403e-05,0.0,['18/01/2005'],5.142225529100529e-05,0.00926,4.34029525779274e-05,12.47
2.8674e-05,0.0,['19/01/2005'],5.744457671957672e-05,-0.0093867,2.86739427483601e-05,13.18
5.1532e-05,0.0,['20/01/2005'],6.325029761904763e-05,-0.007245,5.15316869524944e-05,13.83
3.1195e-05,0.0,['21/01/2005'],6.819100529100529e-05,-0.0065357,3.11947230973809e-05,14.36
2.8732e-05,0.0,['24/01/2005'],7.097304894179894e-05,-0.0034385,2.87316837880179e-05,14.65
6.8499e-05,0.0,['25/01/2005'],6.537156084656085e-05,0.0037894,6.84987262755867e-05,14.06
2.8849e-05,1.74472958848044e-05,['26/01/2005'],5.9733333333333326e-05,0.0047976,1.14012059337896e-05,13.44
2.1836e-05,0.0,['27/01/2005'],5.7968783068783066e-05,0.00027248,2.18358645348696e-05,13.24
3.5766e-05,0.0,['28/01/2005'],5.7968783068783066e-05,-0.0028392,3.57661658581737e-05,13.24
6.6604e-05,5.07073574449715e-05,['31/01/2005'],5.4349338624338636e-05,0.0082479,1.58967910232348e-05,12.82
1.0415e-05,0.0,['1/02/2005'],4.7857440476190474e-05,0.006945,1.04153902243099e-05,12.03
2.0525e-05,0.0,['2/02/2005'],4.4958862433862436e-05,0.0034503,2.05252996831219e-05,11.66
1.3853e-05,0.0,['3/02/2005'],4.5966964285714286e-05,-0.002887,1.38528128462302e-05,11.79
2.5865e-05,1.86096784683195e-05,['4/02/2005'],4.1555588624338634e-05,0.010875,7.25535935756712e-06,11.21
7.6458e-06,0.0,['7/02/2005'],4.550029761904762e-05,-0.0010314,7.64576787492464e-06,11.73
9.4857e-06,0.0,['8/02/2005'],4.449735449735449e-05,0.00086515,9.48566821499915e-06,11.6
2.8365e-05,1.74990844142865e-05,['9/02/2005'],4.761904761904762e-05,-0.0089538,1.08659969704023e-05,12.0
1.7024e-05,0.0,['10/02/2005'],4.3809556878306875e-05,0.0042112,1.70237907044063e-05,11.51
8.1396e-05,4.76106410973708e-05,['11/02/2005'],4.320267857142857e-05,0.0073501,3.37850540253941e-05,11.43
3.5358e-06,0.0,['14/02/2005'],4.388571428571429e-05,0.00038143,3.53583568687347e-06,11.52
2.0456e-05,0.0,['15/02/2005'],4.200162037037037e-05,0.0031702,2.04564950752229e-05,11.27
2.3836e-05,0.0,['16/02/2005'],4.074404761904762e-05,0.00017353,2.38360258352766e-05,11.1
2.84e-05,0.0,['17/02/2005'],4.581114417989418e-05,-0.0078138,2.83997454656047e-05,11.77
6.9765e-06,0.0,['18/02/2005'],4.133346560846561e-05,0.00098215,6.97647193417523e-06,11.18
4.9548e-05,0.0,['22/02/2005'],5.709642857142859e-05,-0.014581,4.95477413998168e-05,13.14
2.4192e-05,0.0,['23/02/2005'],5.076458333333334e-05,0.0055727,2.41916893221937e-05,12.39
2.5021e-05,0.0,['24/02/2005'],4.426749338624338e-05,0.0072684,2.50212758583943e-05,11.57
2.2292e-05,0.0,['25/02/2005'],4.365744047619048e-05,0.0093566,2.22922584227696e-05,11.49
3.8005e-05,0.0,['28/02/2005'],4.825608465608466e-05,-0.0065686,3.80054944800172e-05,12.08
4.0884e-05,0.0,['1/03/2005'],4.793703703703703e-05,0.0059492,4.08842452388879e-05,12.04
5.3729e-05,0.0,['2/03/2005'],5.166997354497354e-05,-0.00038009,5.37294610502401e-05,12.5
3.8409e-05,0.0,['3/03/2005'],5.5286011904761904e-05,0.00038835,3.84091607036942e-05,12.93
6.2359e-05,0.0,['4/03/2005'],4.714404761904761e-05,0.0096764,6.23586494641624e-05,11.94
2.4993e-05,0.0,['7/03/2005'],4.970489417989419e-05,0.0023291,2.49931806993591e-05,12.26
1.5258e-05,0.0,['8/03/2005'],5.0846560846560844e-05,-0.004926,1.52582698115197e-05,12.4
4.5129e-05,0.0,['9/03/2005'],5.333664021164022e-05,-0.0096852,4.5129064750168e-05,12.7
3.6834e-05,0.0,['10/03/2005'],5.158733465608466e-05,0.00099344,3.68336376769299e-05,12.49
4.335e-05,0.0,['11/03/2005'],5.417989417989418e-05,-0.006575,4.33495625393113e-05,12.8
1.8094e-05,0.0,['14/03/2005'],5.076458333333334e-05,0.004869,1.80935603211964e-05,12.39
3.1317e-05,0.0,['15/03/2005'],5.718336640211641e-05,-0.00687,3.13166165013695e-05,13.15
4.2484e-05,0.0,['16/03/2005'],6.017860449735449e-05,-0.0084313,4.24842863109121e-05,13.49
1.3986e-05,0.0,['17/03/2005'],5.8407440476190466e-05,0.0020767,1.39863517130911e-05,13.29
2.1357e-05,0.0,['18/03/2005'],5.709642857142859e-05,-0.0012522,2.13568815071056e-05,13.14
4.5834e-05,0.0,['21/03/2005'],6.125400132275131e-05,-0.0045684,4.58339569774981e-05,13.61
6.2884e-05,0.0,['22/03/2005'],6.733892195767196e-05,-0.0098822,6.28842970297972e-05,14.27
3.1428e-05,0.0,['23/03/2005'],6.537156084656085e-05,-0.00018772,3.14284999395485e-05,14.06
4.4655e-05,2.72157091823322e-05,['24/03/2005'],5.955568783068783e-05,0.00013653,1.74390110653118e-05,13.42
3.3009e-05,0.0,['28/03/2005'],6.2520667989418e-05,0.0021393,3.3008992836073e-05,13.75
4.1251e-05,0.0,['29/03/2005'],6.943125e-05,-0.0083187,4.12505943177917e-05,14.49
4.5236e-05,0.0,['30/03/2005'],6.152433862433861e-05,0.014109,4.52356288039528e-05,13.64
1.6969e-05,0.0,['31/03/2005'],6.500013227513226e-05,-0.00070284,1.6968589523725e-05,14.02
0.0001325,0.0,['1/04/2005'],6.565082671957672e-05,-0.0066207,0.000132495248508184,14.09
4.0818e-05,0.0,['4/04/2005'],6.583733465608466e-05,0.0029036,4.08175868716055e-05,14.11
3.8495e-05,0.0,['5/04/2005'],6.188571428571428e-05,0.0045131,3.84945731755197e-05,13.68
2.296e-05,0.0,['6/04/2005'],5.718336640211641e-05,0.0019195,2.29596733494479e-05,13.15
1.9496e-05,0.0,['7/04/2005'],5.0274107142857154e-05,0.0062572,1.94956507998524e-05,12.33
2.6656e-05,0.0,['8/04/2005'],5.266679894179892e-05,-0.0083545,2.66556984100492e-05,12.62
1.1258e-05,0.0,['11/04/2005'],4.7460449735449744e-05,-0.00011853,1.125789455757e-05,11.98
0.00011641,6.67500130830375e-05,['12/04/2005'],4.2225529100529106e-05,0.0055388,4.96597554928587e-05,11.3
3.8972e-05,0.0,['13/04/2005'],5.858336640211641e-05,-0.011764,3.89716227816252e-05,13.31
4.6754e-05,0.0,['14/04/2005'],6.981511243386243e-05,-0.0097684,4.67538868118664e-05,14.53
8.9556e-05,0.0,['15/04/2005'],0.00010406997354497351,-0.016831,8.95562322910823e-05,17.74
4.0349e-05,0.0,['18/04/2005'],9.068571428571429e-05,0.0025951,4.03492094624014e-05,16.56
4.9174e-05,0.0,['19/04/2005'],7.400846560846563e-05,0.006116,4.91739626199432e-05,14.96
9.3805e-05,0.0,['20/04/2005'],9.467142857142859e-05,-0.013166,9.3805468509794e-05,16.92
0.00016195,9.79581501805736e-05,['21/04/2005'],6.866669973544975e-05,0.01877,6.39960343121332e-05,14.41
0.00013476,0.0,['22/04/2005'],7.822235449735452e-05,-0.0060557,0.000134755831902862,15.38
5.2632e-05,3.06302751806915e-05,['25/04/2005'],7.068267195767196e-05,0.008201,2.20015484426186e-05,14.62
8.9236e-05,0.0,['26/04/2005'],7.351458333333335e-05,-0.0083398,8.92357027228013e-05,14.91
6.7663e-05,0.0,['27/04/2005'],7.312066798941799e-05,0.0038285,6.76629168433587e-05,14.87
0.00011585,6.9368845435158e-05,['28/04/2005'],9.400119047619048e-05,-0.011582,4.64849541189635e-05,16.86
6.9333e-05,0.0,['29/04/2005'],7.751193783068785e-05,0.011159,6.93326021951453e-05,15.31
3.8517e-05,0.0,['2/05/2005'],7.560000000000001e-05,0.0051932,3.8516841708002e-05,15.12
2.5905e-05,0.0,['3/05/2005'],6.981511243386243e-05,-0.00067135,2.59046921385662e-05,14.53
2.6643e-05,0.0,['4/05/2005'],6.34333664021164e-05,0.011573,2.66427412914864e-05,13.85
6.3432e-05,0.0,['5/05/2005'],6.46297619047619e-05,-0.0019338,6.34316428601033e-05,13.98
2.6545e-05,1.59493542984756e-05,['6/05/2005'],6.527860449735451e-05,-0.0016557,1.05961226308633e-05,14.05
2.2265e-05,0.0,['9/05/2005'],6.2520667989418e-05,0.0066487,2.2264776679378e-05,13.75
7.4729e-05,0.0,['10/05/2005'],7.351458333333335e-05,-0.010723,7.47290255734143e-05,14.91
3.2859e-05,0.0,['11/05/2005'],6.904844576719576e-05,0.0040399,3.28590728166243e-05,14.45
4.5754e-05,0.0,['12/05/2005'],8.593068783068783e-05,-0.010001,4.57544569046558e-05,16.12
8.0934e-05,0.0,['13/05/2005'],8.80761904761905e-05,-0.0044964,8.09335876156248e-05,16.32
2.4865e-05,0.0,['16/05/2005'],8.13037037037037e-05,0.010209,2.48651000314484e-05,15.68
5.26e-05,0.0,['17/05/2005'],7.020003306878306e-05,0.0066348,5.25999923386521e-05,14.57
4.1809e-05,0.0,['18/05/2005'],6.143416005291006e-05,0.010022,4.18089698615839e-05,13.63
1.6293e-05,0.0,['19/05/2005'],5.867142857142859e-05,0.0047638,1.62925066636456e-05,13.32
1.3087e-05,0.0,['20/05/2005'],5.709642857142859e-05,-0.0014537,1.30871284617394e-05,13.14
1.8322e-05,0.0,['23/05/2005'],5.545717592592593e-05,0.004137,1.8322095823398e-05,12.95
1.2883e-05,0.0,['24/05/2005'],5.325267857142856e-05,8.3738e-05,1.28834120716844e-05,12.69
2.2667e-05,0.0,['25/05/2005'],5.23334656084656e-05,-0.0031198,2.2666867221369e-05,12.58
2.0767e-05,1.29419295280789e-05,['26/05/2005'],4.9542857142857154e-05,0.0059544,7.82512609676238e-06,12.24
3.6668e-06,0.0,['27/05/2005'],4.881696428571429e-05,0.00094308,3.66682306620188e-06,12.15
4.1381e-05,0.0,['31/05/2005'],5.8407440476190466e-05,-0.0057054,4.13806238700144e-05,13.29
9.6794e-05,0.0,['1/06/2005'],5.0519047619047616e-05,0.008521,9.6794236798819e-05,12.36
6.999e-06,0.0,['2/06/2005'],4.635767195767196e-05,0.0015959,6.99904353273975e-06,11.84
3.121e-05,0.0,['3/06/2005'],4.881696428571429e-05,-0.0061564,3.12095197001798e-05,12.15
8.7211e-06,0.0,['6/06/2005'],4.9867195767195764e-05,0.00076015,8.72107922591026e-06,12.28
7.324e-05,0.0,['7/06/2005'],5.076458333333334e-05,-4.1751e-05,7.32400175836203e-05,12.39
2.3081e-05,0.0,['8/06/2005'],5.333664021164022e-05,-0.0022404,2.3080832347655e-05,12.7
4.0649e-05,0.0,['9/06/2005'],4.825608465608466e-05,0.0051755,4.06493600845486e-05,12.08
2.381e-05,1.50218263012442e-05,['10/06/2005'],4.7302116402116416e-05,-0.0023257,8.78844563852388e-06,11.96
4.443e-05,0.0,['13/06/2005'],4.4881779100529106e-05,0.0022923,4.44295337308472e-05,11.65
3.4238e-05,2.06672247235305e-05,['14/06/2005'],4.5966964285714286e-05,0.0024366,1.35705221842309e-05,11.79
2.761e-05,0.0,['15/06/2005'],4.342976190476191e-05,0.0022235,2.76096174976923e-05,11.46
1.3142e-05,0.0,['16/06/2005'],4.111193783068783e-05,0.0035325,1.31422105487524e-05,11.15
2.5353e-05,1.75636204086157e-05,['17/06/2005'],4.3581481481481483e-05,0.0050742,7.78913998167376e-06,11.48
2.8888e-05,0.0,['20/06/2005'],4.3505588624338634e-05,-0.0006822,2.88881570631091e-05,11.47
1.7509e-05,0.0,['21/06/2005'],4.05973544973545e-05,-0.0019505,1.75093765454767e-05,11.08
1.9213e-05,0.0,['22/06/2005'],4.037781084656085e-05,0.00037888,1.92125414046655e-05,11.05
3.8399e-05,0.0,['23/06/2005'],4.865638227513228e-05,-0.011146,3.83985085282762e-05,12.13
2.2352e-05,0.0,['24/06/2005'],4.9058333333333324e-05,-0.0076571,2.23522147543625e-05,12.18
1.6357e-05,0.0,['27/06/2005'],5.183544973544974e-05,-0.00056238,1.63567389435233e-05,12.52
3.1324e-05,1.98189389525388e-05,['28/06/2005'],4.434404761904762e-05,0.0087939,1.15046658794215e-05,11.58
9.1688e-06,0.0,['29/06/2005'],4.581114417989418e-05,-0.0012825,9.1688042784973e-06,11.77
2.444e-05,0.0,['30/06/2005'],4.793703703703703e-05,-0.0076458,2.44400376242591e-05,12.04
1.9863e-05,0.0,['1/07/2005'],4.297619047619048e-05,0.003529,1.98627812236944e-05,11.4
3.6254e-05,0.0,['5/07/2005'],4.5113227513227516e-05,0.0082166,3.62535496503947e-05,11.68
3.3841e-05,0.0,['6/07/2005'],4.97860119047619e-05,-0.0080158,3.38414817669544e-05,12.27
0.00010813,0.0,['7/07/2005'],5.158733465608466e-05,0.0019891,0.000108133622498171,12.49
2.4653e-05,0.0,['8/07/2005'],4.335400132275132e-05,0.011885,2.46531278996855e-05,11.45
2.2973e-05,0.0,['11/07/2005'],4.207619047619048e-05,0.0061689,2.29731644618412e-05,11.28
3.452e-05,0.0,['12/07/2005'],3.965029761904761e-05,0.0020561,3.45199956925119e-05,10.95
1.3175e-05,0.0,['13/07/2005'],3.885767195767195e-05,0.00085068,1.31745999404098e-05,10.84
4.6945e-05,0.0,['14/07/2005'],3.8642890211640216e-05,0.0027842,4.69447892955267e-05,10.81
1.358e-05,0.0,['15/07/2005'],3.528733465608466e-05,0.00086389,1.35796766362483e-05,10.33
1.8738e-05,0.0,['18/07/2005'],3.8357440476190474e-05,-0.0048425,1.87383217789697e-05,10.77
2.7957e-05,0.0,['19/07/2005'],3.611193783068783e-05,0.0063973,2.79568963557967e-05,10.45
4.0323e-05,0.0,['20/07/2005'],3.460744047619048e-05,0.0045283,4.0323400528058e-05,10.23
5.2808e-05,0.0,['21/07/2005'],3.979527116402117e-05,-0.0066616999999999996,5.28079072989609e-05,10.97
3.1915e-05,0.0,['22/07/2005'],3.65973544973545e-05,0.0052518,3.19153967444906e-05,10.52
2.1834e-05,0.0,['25/07/2005'],4.074404761904762e-05,-0.0035008,2.1834274987854e-05,11.1
1.9323e-05,0.0,['26/07/2005'],3.994050925925926e-05,0.0021864,1.93231844615424e-05,10.99
1.1627e-05,0.0,['27/07/2005'],3.549259259259259e-05,0.0041322,1.16273548842264e-05,10.36
1.753e-05,0.0,['28/07/2005'],3.65973544973545e-05,0.0057726,1.75296954798984e-05,10.52
1.7617e-05,0.0,['29/07/2005'],4.426749338624338e-05,-0.0076016,1.76170103702137e-05,11.57
2.4535e-05,0.0,['1/08/2005'],4.825608465608466e-05,0.0004859,2.45353318670142e-05,12.08
1.8459e-05,0.0,['2/08/2005'],4.5655588624338625e-05,0.0070273,1.84586674367189e-05,11.75
1.5158e-05,0.0,['3/08/2005'],4.6279398148148154e-05,0.00081972,1.51578949412102e-05,11.83
3.4978e-05,0.0,['4/08/2005'],5.183544973544974e-05,-0.0074422,3.49776606509141e-05,12.52
2.0877e-05,0.0,['5/08/2005'],5.150476190476192e-05,-0.0072127,2.08768863709345e-05,12.48
3.1729e-05,0.0,['8/08/2005'],5.770638227513228e-05,-0.0029635,3.17293193832657e-05,13.21
5.0317e-05,0.0,['9/08/2005'],5.0846560846560844e-05,0.0069012,5.0317087452558e-05,12.4
7.7496e-05,0.0,['10/08/2005'],5.0682671957671966e-05,-0.0016822,7.74962236998367e-05,12.38
5.4923e-05,0.0,['11/08/2005'],5.101071428571429e-05,0.0062028,5.49232849811183e-05,12.42
4.958e-05,0.0,['12/08/2005'],5.367314814814816e-05,-0.0054466,4.95801600011424e-05,12.74
2.2466e-05,0.0,['15/08/2005'],4.970489417989419e-05,0.0028162,2.24663903122991e-05,12.26
4.1857e-05,0.0,['16/08/2005'],6.0446560846560834e-05,-0.012059,4.18571236559864e-05,13.52
9.7766e-06,0.0,['17/08/2005'],5.849537037037039e-05,0.0011477,9.77663390640352e-06,13.3
2.6434e-05,0.0,['18/08/2005'],5.955568783068783e-05,-0.0013856,2.64342575682238e-05,13.42
1.8806e-05,0.0,['19/08/2005'],5.955568783068783e-05,0.00093489,1.88060958013097e-05,13.42
5.785e-05,3.4865440300772e-05,['22/08/2005'],5.955568783068783e-05,0.0014826,2.29841775094908e-05,13.42
1.475e-05,0.0,['23/08/2005'],5.8847751322751315e-05,-0.0029427,1.47503808729768e-05,13.34
4.184e-05,0.0,['24/08/2005'],6.639844576719576e-05,-0.0066219,4.18402882230242e-05,14.17
1.2009e-05,0.0,['25/08/2005'],6.233892195767198e-05,0.0017916,1.20092032933891e-05,13.73
2.8135e-05,0.0,['26/08/2005'],6.224814814814816e-05,-0.0056747,2.81353721347264e-05,13.72
2.8159e-05,0.0,['29/08/2005'],6.0446560846560834e-05,0.0061118,2.81593852091648e-05,13.52
6.7251e-05,0.0,['30/08/2005'],6.161458333333335e-05,-0.00356,6.72507677859704e-05,13.65
4.3976e-05,0.0,['31/08/2005'],5.25e-05,0.0095691,4.39759404674629e-05,12.6
5.5371e-05,0.0,['1/09/2005'],5.718336640211641e-05,0.001204,5.53705215019959e-05,13.15
1.2044e-05,0.0,['2/09/2005'],6.089447751322754e-05,-0.0028856,1.20436172709688e-05,13.57
4.8329e-05,3.30266830457134e-05,['6/09/2005'],5.5286011904761904e-05,0.01262,1.53026585318277e-05,12.93
1.6232e-05,0.0,['7/09/2005'],5.183544973544974e-05,0.0019437,1.62318400529351e-05,12.52
1.4227e-05,1.01982802327857e-05,['8/09/2005'],5.5286011904761904e-05,-0.0032659,4.0289769398325e-06,12.93
1.7935e-05,0.0,['9/09/2005'],4.7460449735449744e-05,0.0073354,1.79351831864873e-05,11.98
9.847e-06,0.0,['12/09/2005'],4.4881779100529106e-05,-0.00046747,9.846995497195e-06,11.65
3.9229e-05,0.0,['13/09/2005'],5.076458333333334e-05,-0.0073307,3.92294054451167e-05,12.39
1.1308e-05,0.0,['14/09/2005'],5.511511243386243e-05,-0.00349,1.13084488042696e-05,12.91
1.4123e-05,1.03028818161298e-05,['15/09/2005'],5.158733465608466e-05,0.00040739,3.81989690193875e-06,12.49
2.4982e-05,0.0,['16/09/2005'],4.1629761904761914e-05,0.0082828,2.49815498351622e-05,11.22
1.829e-05,0.0,['19/09/2005'],4.8736640211640214e-05,-0.0054682,1.82904732256409e-05,12.14
4.022e-05,2.25786418957661e-05,['20/09/2005'],5.2833862433862444e-05,-0.0075915,1.76418569977963e-05,12.64
4.5618e-05,0.0,['21/09/2005'],6.28849537037037e-05,-0.0097302,4.5618280435037e-05,13.79
2.5023e-05,0.0,['22/09/2005'],5.875955687830688e-05,0.0040335,2.50229537866394e-05,13.33
4.7694e-05,3.41709487626819e-05,['23/09/2005'],5.554285714285716e-05,0.0006172,1.35226841511552e-05,12.96
3.3888e-05,0.0,['26/09/2005'],5.623068783068782e-05,0.00016452,3.38880268821471e-05,13.04
2.7904e-05,0.0,['27/09/2005'],5.3841798941798944e-05,-3.2902e-05,2.79037049998536e-05,12.76
4.4343e-05,0.0,['28/09/2005'],5.275029761904762e-05,0.0012824,4.43434753259237e-05,12.63
6.3059e-05,0.0,['29/09/2005'],4.9542857142857154e-05,0.0088333,6.30586477272092e-05,12.24
8.3192e-06,0.0,['30/09/2005'],4.698624338624339e-05,0.0003745,8.31922161452449e-06,11.92
3.7734e-05,0.0,['3/10/2005'],5.133981481481482e-05,-0.0012217,3.7733837092825e-05,12.46
4.1971e-05,0.0,['4/10/2005'],5.7619047619047626e-05,-0.010223,4.19707917939535e-05,13.2
6.4285e-05,0.0,['5/10/2005'],7.00074404761905e-05,-0.01509,6.42852717756012e-05,14.55
8.5552e-05,0.0,['6/10/2005'],7.400846560846563e-05,-0.0042805,8.55519497599355e-05,14.96
3.5743e-05,2.25195694209218e-05,['7/10/2005'],7.039289021164022e-05,0.003921,1.3223639615455e-05,14.59
3.3096e-05,0.0,['10/10/2005'],7.996114417989418e-05,-0.0070487,3.30960198098914e-05,15.55
5.1771e-05,0.0,['11/10/2005'],8.078601190476191e-05,-0.0023269,5.17710559169172e-05,15.63
8.4459e-05,0.0,['12/10/2005'],8.700013227513225e-05,-0.0059259,8.44594635314823e-05,16.22
7.5744e-05,0.0,['13/10/2005'],8.970267857142856e-05,-0.00062851,7.57442952204761e-05,16.47
3.797e-05,0.0,['14/10/2005'],7.312066798941799e-05,0.0082664,3.79701609250977e-05,14.87
2.1989e-05,0.0,['17/10/2005'],7.11669642857143e-05,0.0025414,2.19887337002383e-05,14.67
3.7286e-05,0.0,['18/10/2005'],7.771458333333332e-05,-0.0095342,3.7286450915675e-05,15.33
0.00010327,0.0,['19/10/2005'],6.026785714285715e-05,0.014188,0.000103265666116602,13.5
0.00011893,0.0,['20/10/2005'],8.582410714285714e-05,-0.01474,0.000118929808440612,16.11
7.0071e-05,0.0,['21/10/2005'],8.603733465608465e-05,0.0014338,7.00706932072059e-05,16.13
0.0001067,0.0,['24/10/2005'],7.184775132275133e-05,0.01643,0.000106699677482594,14.74
3.938e-05,0.0,['25/10/2005'],6.981511243386243e-05,-0.0021456,3.9380332414e-05,14.53
4.0618e-05,0.0,['26/10/2005'],7.039289021164022e-05,-0.0040532,4.06175823282938e-05,14.59
3.8606e-05,0.0,['27/10/2005'],8.486785714285715e-05,-0.010621,3.86057601583322e-05,16.02
7.2192e-05,0.0,['28/10/2005'],6.715029761904762e-05,0.015727,7.21916978542721e-05,14.25
9.4058e-05,0.0,['31/10/2005'],7.761322751322753e-05,0.0069884,9.40582763279221e-05,15.32
2.2921e-05,0.0,['1/11/2005'],7.292410714285715e-05,-0.0028976,2.29209367186027e-05,14.85
2.3678e-05,0.0,['2/11/2005'],6.008941798941799e-05,0.0098375,2.36784464702598e-05,13.48
6.9226e-05,0.0,['3/11/2005'],5.5886243386243397e-05,0.0042311,6.92260315638123e-05,13.0
2.6111e-05,0.0,['4/11/2005'],5.735744047619049e-05,-2.4596e-05,2.61106949395079e-05,13.17
2.154e-05,0.0,['7/11/2005'],5.6749338624338634e-05,0.0023584,2.15397518395743e-05,13.1
3.2192e-05,2.12107482401339e-05,['8/11/2005'],5.6576190476190486e-05,-0.0033181,1.09808384849198e-05,13.08
4.3842e-05,0.0,['9/11/2005'],5.417989417989418e-05,0.001304,4.38417649081211e-05,12.8
5.0544e-05,0.0,['10/11/2005'],4.682870370370371e-05,0.0089425,5.05444575935362e-05,11.9
3.8336e-06,0.0,['11/11/2005'],4.472781084656086e-05,0.0026203,3.83362290914956e-06,11.63
4.1067e-06,0.0,['14/11/2005'],4.9058333333333324e-05,-0.00041327,4.1066597316548e-06,12.18
2.9386e-05,0.0,['15/11/2005'],4.9461937830687837e-05,-0.0039956,2.93860219078223e-05,12.23
1.0662e-05,0.0,['16/11/2005'],4.970489417989419e-05,0.0020567,1.06622774524125e-05,12.26
2.3989e-05,0.0,['17/11/2005'],4.185267857142858e-05,0.0090782,2.39890627232956e-05,11.25
3.5889e-05,0.0,['18/11/2005'],4.089100529100529e-05,0.0045124,3.58887008507388e-05,11.12
1.6108e-05,0.0,['21/11/2005'],3.8714417989417996e-05,0.0052575,1.6108168618252e-05,10.82
2.312e-05,0.0,['22/11/2005'],3.7156084656084654e-05,0.0046828,2.31200679911215e-05,10.6
1.3464e-05,0.0,['23/11/2005'],3.9722751322751325e-05,0.0037368,1.34643712775571e-05,10.96
6.3394e-06,4.82802081876869e-06,['25/11/2005'],3.914497354497355e-05,0.0020052,1.5114006418457e-06,10.88
2.3693e-05,0.0,['28/11/2005'],4.635767195767196e-05,-0.0079495,2.36930883598653e-05,11.84
4.4137e-05,0.0,['29/11/2005'],4.6750033068783075e-05,-4.7697e-05,4.41366784716264e-05,11.89
2.069e-05,0.0,['30/11/2005'],4.809642857142857e-05,-0.0066042,2.06903016796958e-05,12.06
7.3778e-05,0.0,['1/12/2005'],4.1778306878306883e-05,0.012272,7.37784039826396e-05,11.24
2.3518e-05,0.0,['2/12/2005'],4.0086011904761914e-05,6.3237e-05,2.35181001083375e-05,11.01
2.3182e-05,0.0,['5/12/2005'],4.449735449735449e-05,-0.0022236,2.3182417318843e-05,11.6
4.5461e-05,0.0,['6/12/2005'],4.388571428571429e-05,0.00084729,4.54606388605248e-05,11.52
2.2755e-05,0.0,['7/12/2005'],4.9058333333333324e-05,-0.0047923,2.27547685159404e-05,12.18
4.024e-05,0.0,['8/12/2005'],4.930029761904764e-05,-0.0012335,4.02401420891325e-05,12.21
2.2745e-05,0.0,['9/12/2005'],4.519050925925926e-05,0.0029658,2.27449301382638e-05,11.69
1.3832e-05,0.0,['12/12/2005'],4.3505588624338634e-05,0.00089676,1.38320536782953e-05,11.47
4.8525e-05,0.0,['13/12/2005'],4.0817493386243386e-05,0.0052769,4.85249538630146e-05,11.11
1.7847e-05,0.0,['14/12/2005'],3.6319576719576726e-05,0.004409,1.78473678616891e-05,10.48
1.4659e-05,0.0,['15/12/2005'],3.807304894179895e-05,-0.0015488,1.46585880002291e-05,10.73
1.526e-05,0.0,['16/12/2005'],3.771904761904761e-05,-0.0024184,1.52604418868329e-05,10.68
1.8744e-05,0.0,['19/12/2005'],4.282552910052911e-05,-0.0064249,1.87443992342679e-05,11.38
1.682e-05,0.0,['20/12/2005'],4.140744047619048e-05,-7.9383e-05,1.68195441405795e-05,11.19
4.2673e-05,0.0,['21/12/2005'],3.8642890211640216e-05,0.0027588,4.26734739414735e-05,10.81
5.1324e-06,0.0,['22/12/2005'],3.5014583333333325e-05,0.0039663,5.13244149655104e-06,10.29
6.8928e-06,0.0,['23/12/2005'],3.48786044973545e-05,0.00078035,6.8927812115168e-06,10.27
3.5089e-05,0.0,['27/12/2005'],4.426749338624338e-05,-0.0097546,3.50891994615069e-05,11.57
1.1889e-05,0.0,['28/12/2005'],4.260003306878306e-05,0.00095432,1.18885781560715e-05,11.35
1.668e-05,0.0,['29/12/2005'],4.457410714285714e-05,-0.0027142,1.66796329567302e-05,11.61
2.0223e-05,0.0,['30/12/2005'],4.817622354497355e-05,-0.0055228,2.02231668795111e-05,12.07
0.0001015,0.0,['3/01/2006'],4.103822751322751e-05,0.01643,0.000101495017310348,11.14
1.8915e-05,0.0,['4/01/2006'],4.2750297619047614e-05,0.0039971,1.89146842225167e-05,11.37
1.4732e-05,0.0,['5/01/2006'],4.230029761904763e-05,-0.00026702,1.47323729908345e-05,11.31
4.3872e-05,0.0,['6/01/2006'],4.0013227513227514e-05,0.0093814,4.38718858582747e-05,11.0
