rv,jumps,dts,vix,rets,c,vixann
0.00012126,0.0,['24/06/1997'],0.0001422445767195767,0.019967310512319737,0.00012126413473033,20.74
0.00018903,0.0,['25/06/1997'],0.00015286044973544972,-0.00823381842556804,0.000189034596031676,21.5
9.1811e-05,0.0,['26/06/1997'],0.00015744457671957674,-0.005990980703835554,9.18112424488554e-05,21.82
7.2103e-05,5.09230184978692e-05,['27/06/1997'],0.0001489048941798942,0.004088137688414596,2.11798650925198e-05,21.22
0.0001139,0.0,['30/06/1997'],0.0001532873346560847,-0.0024373192540163907,0.000113901244732364,21.53
7.6824e-05,0.0,['1/07/1997'],0.00014583333333333332,0.006632272350380808,7.68241783861463e-05,21.0
6.7126e-05,0.0,['2/07/1997'],0.00012833664021164018,0.014484448744590256,6.71257906697684e-05,19.7
0.00018102,0.000168366442976461,['3/07/1997'],0.00010501071428571427,0.014157681765228894,1.26571170140791e-05,17.82
5.8913e-05,0.0,['7/07/1997'],0.00012101749338624338,-0.0051609631698755,5.89126769386462e-05,19.13
4.2606e-05,0.0,['8/07/1997'],0.0001163814814814815,0.00715478624944636,4.26055485472903e-05,18.76
7.4559e-05,0.0,['9/07/1997'],0.0001376190476190476,-0.012276408224422766,7.45585670410671e-05,20.4
6.3063e-05,0.0,['10/07/1997'],0.00013121904761904764,0.006852199959760979,6.30634024511942e-05,19.92
1.7824e-05,0.0,['11/07/1997'],0.0001201334656084656,0.0031686050788838883,1.7823714077783e-05,19.06
7.4736e-05,0.0,['14/07/1997'],0.00012677791005291005,0.0018528009834265933,7.47362187925078e-05,19.58
4.7296e-05,0.0,['15/07/1997'],0.00011937830687830687,0.00800377346307503,4.72960312928731e-05,19.0
5.2901e-05,0.0,['16/07/1997'],0.00012394497354497355,0.01163059798816585,5.29007022686024e-05,19.36
7.504e-05,0.0,['17/07/1997'],0.000139514417989418,-0.005331347602666064,7.5040143369897e-05,20.54
0.0002231,0.000183598925941908,['18/07/1997'],0.00016415291005291005,-0.017662391782536552,3.95027321371376e-05,22.28
7.6589e-05,0.0,['21/07/1997'],0.00018277781084656086,-0.0025817193703640013,7.65885558303262e-05,23.51
0.00016346,0.0,['22/07/1997'],0.00015672384259259262,0.02278486370297431,0.000163460740799206,21.77
0.00010852,0.0,['23/07/1997'],0.00015002976190476192,0.0027585634480729927,0.00010851840399327,21.3
0.00010136,0.0,['24/07/1997'],0.0001452783068783069,0.003964115077900492,0.000101358310543539,20.96
7.4374e-05,0.0,['25/07/1997'],0.00014334404761904762,-0.001585891225218329,7.43736585999529e-05,20.82
2.4023e-05,0.0,['28/07/1997'],0.00015773333333333336,-0.0024956818482362226,2.40230482601334e-05,21.84
3.5817e-05,0.0,['29/07/1997'],0.00016034404761904766,0.0062169526490073075,3.58173656203107e-05,22.02
4.3887e-05,0.0,['30/07/1997'],0.00015130029761904764,0.010556527427419492,4.38866694412961e-05,21.39
6.2423e-05,0.0,['31/07/1997'],0.00015257619047619048,0.002097998230967918,6.24234990713928e-05,21.48
0.00022523,0.000163514795805332,['1/08/1997'],0.0001643002976190476,-0.007520690954464458,6.17115696484686e-05,22.29
4.3301e-05,0.0,['4/08/1997'],0.00015918108465608468,0.003330806688476389,4.33013406267627e-05,21.94
1.8779e-05,0.0,['5/08/1997'],0.00014087619047619047,0.002175890529310051,1.87789798064916e-05,20.64
4.4357e-05,0.0,['6/08/1997'],0.00013293733465608468,0.0083129475054228,4.43570887839701e-05,20.05
6.8072e-05,0.0,['7/08/1997'],0.0001292502976190476,-0.009552729966857361,6.80718729573636e-05,19.77
0.00021473,0.0,['8/08/1997'],0.00016681600529100534,-0.018730020730218636,0.000214725709452751,22.46
5.7271e-05,0.0,['11/08/1997'],0.00017145267857142854,0.0036994706834958765,5.72710817501563e-05,22.77
7.1616e-05,0.0,['12/08/1997'],0.0001865286044973545,-0.011236857112779365,7.16159425270695e-05,23.75
0.00044058,0.0,['13/08/1997'],0.00019881957671957675,-0.004879509830346838,0.000440579960800983,24.52
5.9846e-05,0.0,['14/08/1997'],0.00017661114417989417,0.0029781426502799558,5.98458750924574e-05,23.11
0.00025296,0.0,['15/08/1997'],0.0001976860119047619,-0.02625069937842921,0.00025296043739322,24.45
0.00013823,0.0,['18/08/1997'],0.00019639447751322754,0.012882767925341048,0.000138234473004244,24.37
0.00010962,0.0,['19/08/1997'],0.00016950052910052915,0.014707907231450384,0.00010961986967545,22.64
5.9916e-05,0.0,['20/08/1997'],0.00014708601190476192,0.014303112989369737,5.99160798414481e-05,21.09
8.0453e-05,0.0,['21/08/1997'],0.00018778733465608466,-0.015340356607696502,8.04528786136994e-05,23.83
0.00038588,0.0,['22/08/1997'],0.00020240330687830684,-0.0016336779229975404,0.000385884812553806,24.74
4.3501e-05,0.0,['25/08/1997'],0.000192066798941799,-0.003666544217169927,4.35008769338619e-05,24.1
5.6888e-05,0.0,['26/08/1997'],0.0002022397156084656,-0.007789781805365851,5.68881603157952e-05,24.73
0.00011298,0.0,['27/08/1997'],0.00019462552910052912,0.0007445038444968008,0.000112980709720072,24.26
0.00024963,0.0,['28/08/1997'],0.0001986574404761905,-0.011038040505056874,0.000249630850174612,24.51
9.3497e-05,0.0,['29/08/1997'],0.00020273068783068787,-0.004658548527261596,9.34966695621189e-05,24.76
0.00022857,0.0,['2/09/1997'],0.00019898177910052917,0.030773343158998087,0.000228568762557395,24.53
8.6246e-05,0.0,['3/09/1997'],0.00020585400132275131,0.00030181520515395923,8.62456119746732e-05,24.95
2.7282e-05,0.0,['4/09/1997'],0.00021116828703703698,0.0032387733895232313,2.72818751030142e-05,25.27
8.1424e-05,0.0,['5/09/1997'],0.0001954286044973545,-0.001957074047168098,8.14244223965294e-05,24.31
4.7723e-05,0.0,['8/09/1997'],0.00019687830687830689,0.0023115182984098847,4.77232030605019e-05,24.4
5.1135e-05,0.0,['9/09/1997'],0.00018873416005291005,0.0025954262164436747,5.1134970466274e-05,23.89
8.4396e-05,0.0,['10/09/1997'],0.0002007703703703704,-0.015750737192284873,8.43956710919689e-05,24.64
9.7656e-05,0.0,['11/09/1997'],0.00022337304894179887,-0.00703205527133155,9.76561133766247e-05,25.99
0.0001074,0.0,['12/09/1997'],0.00020950029761904768,0.01232795357033976,0.000107404143445186,25.17
3.1784e-05,0.0,['15/09/1997'],0.0002190964285714285,-0.004491025512463827,3.1784304895712e-05,25.74
0.00018437,0.000105106267784142,['16/09/1997'],0.00018684289021164021,0.027738308153720415,7.92637766622607e-05,23.77
3.0144e-05,0.0,['17/09/1997'],0.000192066798941799,-0.002795664308139547,3.01442248735919e-05,24.1
0.00012672,0.0,['18/09/1997'],0.00018231164021164024,0.00453899387435663,0.000126715174432444,23.48
6.3236e-05,0.0,['19/09/1997'],0.00017100119047619046,0.0033934061438642403,6.32358868843149e-05,22.74
5.0991e-05,0.0,['22/09/1997'],0.0001612190476190476,0.0051628182717390015,5.09906680672917e-05,22.08
2.7552e-05,0.0,['23/09/1997'],0.00016005291005291006,-0.003669998247236518,2.75521344857578e-05,22.0
8.0968e-05,0.0,['24/09/1997'],0.00016950052910052915,-0.007856991183801591,8.09684957395574e-05,22.64
3.9994e-05,0.0,['25/09/1997'],0.00017432592592592593,-0.006980515916829929,3.99939260695964e-05,22.96
6.7402e-05,0.0,['26/09/1997'],0.00016385833333333336,0.007763709056297452,6.74019805525841e-05,22.26
4.5818e-05,0.0,['29/09/1997'],0.00016341696428571426,0.008553903496483868,4.58181529360899e-05,22.23
7.5886e-05,0.0,['30/09/1997'],0.0001735674933862434,-0.006376888105629313,7.58855674264542e-05,22.91
7.6847e-05,0.0,['1/10/1997'],0.00016474285714285716,0.008545847698563312,7.6847104066397e-05,22.32
2.1291e-05,0.0,['2/10/1997'],0.00016400558862433864,0.0052717686435959,2.12909622579211e-05,22.27
0.00028953,0.000199732369245704,['3/10/1997'],0.0001534297619047619,0.004746852573802465,8.97951172398059e-05,21.54
4.9362e-05,3.47160977901465e-05,['6/10/1997'],0.00015442860449735445,0.007906240221810789,1.46461927374738e-05,21.61
2.902e-05,0.0,['7/10/1997'],0.00013613892195767194,0.010665758815868015,2.90195523675169e-05,20.29
7.8128e-05,0.0,['8/10/1997'],0.000146389417989418,-0.009484168875000866,7.81281505082644e-05,21.04
9.0806e-05,0.0,['9/10/1997'],0.00016459527116402116,-0.003311976531683236,9.0806062474291e-05,22.31
6.0553e-05,0.0,['10/10/1997'],0.00012898892195767198,-0.003757229853517543,6.05526158024318e-05,19.75
4.0847e-05,2.72544213011273e-05,['13/10/1997'],0.0001357366402116402,0.0011575750098857583,1.35922106883343e-05,20.26
8.3277e-05,0.0,['14/10/1997'],0.0001321428902116402,0.0022493019109945177,8.32767066821797e-05,19.99
7.3111e-05,0.0,['15/10/1997'],0.00013293733465608468,-0.004710752513066852,7.31109097847581e-05,20.05
0.00012297,0.0,['16/10/1997'],0.00013937860449735452,-0.010900850796944155,0.000122974798116934,20.53
0.00014539,0.0,['17/10/1997'],0.00015557410714285715,-0.011677443018150692,0.000145385291167953,21.69
7.3309e-05,0.0,['20/10/1997'],0.00014197037037037036,0.01205423671759409,7.33091418422451e-05,20.72
5.8929e-05,0.0,['21/10/1997'],0.00012613125,0.017293948794609038,5.89288145581351e-05,19.53
3.07e-05,0.0,['22/10/1997'],0.0001304297619047619,-0.0039056712725413934,3.07003066819661e-05,19.86
0.00045143,0.0,['23/10/1997'],0.0001747817791005291,-0.01855012080412362,0.000451427197897383,22.99
0.00026901,0.0,['24/10/1997'],0.00017752939814814819,-0.009565000817014481,0.000269013643040465,23.17
0.0010052,0.0,['27/10/1997'],0.0003202560846560847,-0.07112744612876007,0.00100515798911791,31.12
0.0016998,0.0,['28/10/1997'],0.0003223175925925926,0.04988693071777773,0.0016997773609216,31.22
0.00032033,0.0,['29/10/1997'],0.0003766741071428572,-0.0029223110296642384,0.00032033206284182,33.75
0.0002302,0.0,['30/10/1997'],0.00048255291005291006,-0.016984894061967782,0.000230198383290627,38.2
0.00021289,0.0,['31/10/1997'],0.00040717860449735464,0.012033363043149737,0.000212888033736068,35.09
0.00035667,0.000281434411372964,['3/11/1997'],0.0003405317791005292,0.026296151056374693,7.5233887415043e-05,32.09
5.4619e-05,0.0,['4/11/1997'],0.00034372275132275133,0.0018832297093939925,5.46191676449609e-05,32.24
6.9181e-05,0.0,['5/11/1997'],0.0003424445767195767,0.002123684114500951,6.91806912586909e-05,32.18
5.6697e-05,0.0,['6/11/1997'],0.0003507952711640212,-0.005029811910975041,5.66965958859465e-05,32.57
0.00031413,0.0,['7/11/1997'],0.0004350241071428572,-0.011278355342584544,0.0003141293083982,36.27
0.00014095,0.0,['10/11/1997'],0.0004437026785714286,-0.006902398877264867,0.000140949113952354,36.63
3.4093e-05,0.0,['11/11/1997'],0.00043766679894179897,0.0028727708370552994,3.40932038987077e-05,36.38
0.00020241,0.0,['12/11/1997'],0.00046676749338624336,-0.019478793096458485,0.000202406311549891,37.57
0.00016186,0.0,['13/11/1997'],0.0004439449735449736,0.011741474280828865,0.000161863287842064,36.64
0.00010109,0.0,['14/11/1997'],0.00037466785714285704,0.012672187614692191,0.000101086786082135,33.66
0.00017222,0.000128533442859677,['17/11/1997'],0.00032979378306878304,0.019045146343567524,4.36913234814192e-05,31.58
3.8134e-05,0.0,['18/11/1997'],0.00032916749338624343,-0.00845884168942179,3.81335527040058e-05,31.55
6.4199e-05,0.0,['19/11/1997'],0.0002962317791005292,0.006755849406716703,6.41986391643519e-05,29.93
9.2344e-05,6.73121107746808e-05,['20/11/1997'],0.0002468195767195767,0.015119248694274367,2.50320238881116e-05,27.32
5.9236e-05,0.0,['21/11/1997'],0.00023486193783068778,0.00427664576651213,5.92356552346686e-05,26.65
0.00010304,0.0,['24/11/1997'],0.0002936640211640212,-0.017196301767425887,0.000103042099269547,29.8
6.3966e-05,0.0,['25/11/1997'],0.00027715029761904756,0.004374206575068503,6.39656101986431e-05,28.95
4.954e-05,0.0,['26/11/1997'],0.0002627897156084656,0.0008620418308710653,4.95403321292659e-05,28.189999999999998
2.7774e-05,0.0,['28/11/1997'],0.00024881114417989414,0.003943288942218295,2.77741053761258e-05,27.43
8.2222e-05,5.26689561080181e-05,['1/12/1997'],0.00022371696428571432,0.020071444777911587,2.95532766432553e-05,26.01
3.0863e-05,0.0,['2/12/1997'],0.0002177366402116402,-0.0031750135845079884,3.08627194171311e-05,25.66
7.8978e-05,0.0,['3/12/1997'],0.00018920846560846566,0.005224677644877736,7.89781201398355e-05,23.92
4.7103e-05,0.0,['4/12/1997'],0.00018794497354497356,-0.003764357966199559,4.71025533856744e-05,23.84
7.7385e-05,0.0,['5/12/1997'],0.0001696502976190476,0.010925607814020006,7.73845694718488e-05,22.65
1.7794e-05,0.0,['8/12/1997'],0.00017829642857142855,-0.00144444017464651,1.77939205680836e-05,23.22
5.5945e-05,0.0,['9/12/1997'],0.00018045291005291006,-0.006730868298905417,5.59445211988557e-05,23.36
6.4704e-05,0.0,['10/12/1997'],0.0001993063822751323,-0.006157597954735781,6.47037672769492e-05,24.55
0.00025146,0.000150027556407489,['11/12/1997'],0.00025245267857142855,-0.015431041931789083,0.000101432956185933,27.63
5.6193e-05,0.0,['12/12/1997'],0.0002577798941798942,-0.0016244573431775688,5.61932425897421e-05,27.92
3.5906e-05,0.0,['15/12/1997'],0.0002477238425925926,0.010434260299034926,3.59064564749153e-05,27.37
6.8998e-05,0.0,['16/12/1997'],0.00022544050925925928,0.0048150944991393165,6.89975942838489e-05,26.11
9.5687e-05,0.0,['17/12/1997'],0.00022925558862433857,-0.0025858784152466632,9.56869941560643e-05,26.33
0.0001005,0.0,['18/12/1997'],0.00024447622354497364,-0.010662103045673908,0.000100495902487422,27.19
0.00038682,0.0,['19/12/1997'],0.00028157156084656086,-0.008958673644626438,0.00038682311117756,29.18
0.00014182,0.0,['22/12/1997'],0.0002697333333333333,0.00728240295353055,0.000141815817515963,28.56
0.00011984,8.0639649712654e-05,['23/12/1997'],0.0002948477513227513,-0.015395241804830193,3.92019674582336e-05,29.86
4.5299e-05,0.0,['24/12/1997'],0.00030300029761904756,-0.006870309047218624,4.52989861165273e-05,30.27
6.9105e-05,0.0,['26/12/1997'],0.0002833111441798942,0.0040232030127574665,6.91052580597705e-05,29.27
0.00015137,0.00013817296850932,['29/12/1997'],0.00023733601190476184,0.01788577803697542,1.31928747065224e-05,26.79
7.3675e-05,5.79642654375147e-05,['30/12/1997'],0.0001965556878306878,0.018169089352507817,1.57111227925218e-05,24.38
3.8267e-05,0.0,['31/12/1997'],0.00019063495370370373,-0.0004224038965175013,3.82669288203698e-05,24.01
4.5101e-05,0.0,['2/01/1998'],0.0001813810846560847,0.004739223558803157,4.51007292802326e-05,23.42
5.805e-05,0.0,['5/01/1998'],0.0001962333333333333,0.0020798015805903493,5.80495433693232e-05,24.36
8.936e-05,0.0,['6/01/1998'],0.0002177366402116402,-0.010794229263157798,8.93603456973263e-05,25.66
7.9227e-05,0.0,['7/01/1998'],0.00020783892195767195,-0.0026727735042311263,7.92270662614943e-05,25.07
5.3212e-05,0.0,['8/01/1998'],0.00022371696428571432,-0.008281081671577248,5.32119991597514e-05,26.01
0.00020702,0.0,['9/01/1998'],0.0002721944775132275,-0.030112587684611704,0.000207023661239184,28.69
0.00017303,0.0,['12/01/1998'],0.00025962976190476193,0.01234147112224737,0.000173032100050983,28.02
7.4746e-05,0.0,['13/01/1998'],0.00020950029761904768,0.013651980891242489,7.47460096270044e-05,25.17
2.1066e-05,0.0,['14/01/1998'],0.0001865286044973545,0.00609406826147646,2.10659869630693e-05,23.75
3.9787e-05,0.0,['15/01/1998'],0.00018184606481481478,-0.00755503496640577,3.9787326784035e-05,23.45
9.0065e-05,0.0,['16/01/1998'],0.00015500082671957672,0.011274854827849679,9.00653188537356e-05,21.65
3.8705e-05,0.0,['20/01/1998'],0.00015500082671957672,0.017618013464256187,3.87052972680226e-05,21.65
0.00010903,0.0,['21/01/1998'],0.00016785744047619048,-0.007992204272770134,0.000109031745853368,22.53
0.00010661,0.0,['22/01/1998'],0.0001773761904761905,-0.008035826782792427,0.000106610393551943,23.16
0.00010406,0.0,['23/01/1998'],0.00017983544973544974,-0.0056752363838239945,0.00010405760194045,23.32
5.2762e-05,0.0,['26/01/1998'],0.00019000029761904764,-0.0006685679315543495,5.27621560357275e-05,23.97
7.4672e-05,0.0,['27/01/1998'],0.00016400558862433864,0.01253410802856683,7.46718959385946e-05,22.27
4.7939e-05,0.0,['28/01/1998'],0.0001609271164021164,0.008672118793483988,4.79388031497686e-05,22.06
9.8882e-05,0.0,['29/01/1998'],0.00015500082671957672,0.008181609101724606,9.88819194640302e-05,21.65
5.3934e-05,0.0,['30/01/1998'],0.00015243416005291006,-0.005300734266079435,5.39343946627709e-05,21.47
0.00034505,0.000246566051272702,['2/02/1998'],0.00015087619047619044,0.02118622807250343,9.84885359591434e-05,21.36
2.831e-05,0.0,['3/02/1998'],0.00014128601190476194,0.004712877445402915,2.83098878361379e-05,20.67
4.9626e-05,0.0,['4/02/1998'],0.00013965029761904763,0.0008942322618845882,4.96262579855951e-05,20.55
9.8926e-05,0.0,['5/02/1998'],0.00014988892195767192,-0.0033425549912935266,9.89259052127275e-05,21.29
4.1402e-05,0.0,['6/02/1998'],0.00013910717592592595,0.008849264097189606,4.14022744611032e-05,20.51
4.2778e-05,0.0,['9/02/1998'],0.00015357225529100528,-0.0017002771988616093,4.27782671731422e-05,21.55
4.1746e-05,0.0,['10/02/1998'],0.00014114933862433864,0.008148831888657629,4.17462404046301e-05,20.66
1.4008e-05,0.0,['11/02/1998'],0.0001373493386243386,0.0009808634345659464,1.40084651661911e-05,20.38
9.9633e-05,0.0,['12/02/1998'],0.00012872781084656088,0.004040804852469488,9.96332475960167e-05,19.73
3.4595e-05,0.0,['13/02/1998'],0.00013016719576719576,-0.003962377324366804,3.45951931773504e-05,19.84
5.8126e-05,0.0,['17/02/1998'],0.00014251904761904764,0.002613996642276709,5.81261138480408e-05,20.76
2.1486e-05,0.0,['18/02/1998'],0.00012781600529100532,0.00907132809467457,2.14857099522125e-05,19.66
2.66e-05,0.0,['19/02/1998'],0.00013069259259259258,-0.003688679947853384,2.66001427854044e-05,19.88
3.5683e-05,0.0,['20/02/1998'],0.00011937830687830687,0.005750346755957165,3.56830885198796e-05,19.0
3.1603e-05,0.0,['23/02/1998'],0.00011925267857142856,0.0037928001652187825,3.16027911160629e-05,18.99
4.5482e-05,0.0,['24/02/1998'],0.0001238169642857143,-0.007328306591623184,4.54822775900756e-05,19.35
6.609e-05,4.26356733808524e-05,['25/02/1998'],0.00011465092592592595,0.011902950328586726,2.34541991399038e-05,18.62
3.5997e-05,0.0,['26/02/1998'],0.00011477410714285714,0.00551740045743676,3.59969040108994e-05,18.63
2.2714e-05,0.0,['27/02/1998'],0.00011379050925925925,0.0006387005045509456,2.27140264178773e-05,18.55
3.4906e-05,0.0,['2/03/1998'],0.00012177781084656088,-0.0015641097302355384,3.49062592909696e-05,19.19
3.645e-05,0.0,['3/03/1998'],0.00011988148148148145,0.0041148401648654735,3.64500147824095e-05,19.04
2.5028e-05,0.0,['4/03/1998'],0.00012677791005291005,-0.004468057067579984,2.50279900789359e-05,19.58
0.00017496,0.000124297421923424,['5/03/1998'],0.00014486273148148148,-0.011794333744842284,5.06662769494194e-05,20.93
8.3211e-05,4.85869041448374e-05,['6/03/1998'],0.00012114404761904765,0.01974484685143438,3.46245017852901e-05,19.14
4.4024e-05,0.0,['9/03/1998'],0.0001353349537037037,-0.003206833867740619,4.40240385002069e-05,20.23
6.1426e-05,0.0,['10/03/1998'],0.00012484289021164022,0.011282578013205456,6.14255440832268e-05,19.43
2.0543e-05,0.0,['11/03/1998'],0.00011800003306878309,0.00395739291368371,2.05427419162496e-05,18.89
4.1022e-05,0.0,['12/03/1998'],0.00011013971560846559,0.0013561606837230419,4.10221001458469e-05,18.25
5.1886e-05,0.0,['13/03/1998'],0.00011576193783068787,-0.0012251407872286293,5.18862787805911e-05,18.71
2.7373e-05,1.913121019713e-05,['16/03/1998'],0.00011330029761904764,0.009926148132980624,8.24212739482951e-06,18.51
2.4228e-05,0.0,['17/03/1998'],0.0001151440476190476,0.0010927343520612477,2.42281206930213e-05,18.66
1.7118e-05,0.0,['18/03/1998'],0.00011062304894179892,0.004681513834215777,1.71182025261724e-05,18.29
1.0686e-05,0.0,['19/03/1998'],0.0001043047619047619,0.0038800008220917586,1.06860306342523e-05,17.76
3.7893e-05,0.0,['20/03/1998'],0.00011551458333333334,0.008607116044267794,3.78932067123484e-05,18.69
2.326e-05,0.0,['23/03/1998'],0.0001320107142857143,-0.0032897314503675694,2.32604103352361e-05,19.98
3.8216e-05,0.0,['24/03/1998'],0.00013910717592592595,0.00917687704971835,3.82163580119424e-05,20.51
0.00011166,0.0,['25/03/1998'],0.00016800648148148148,-0.003370209479227094,0.000111661632793362,22.54
3.5296e-05,0.0,['26/03/1998'],0.00017205558862433862,-0.0010259996451012806,3.52964435204005e-05,22.81
6.4369e-05,0.0,['27/03/1998'],0.00018215638227513225,-0.004881079155100906,6.43693107070517e-05,23.47
1.1124e-05,0.0,['30/03/1998'],0.00020109642857142862,-0.0017268242154169235,1.11235594160007e-05,24.66
8.8963e-05,5.94539283806818e-05,['31/03/1998'],0.00019398425925925926,0.007470539913535034,2.95090534226974e-05,24.22
6.694e-05,0.0,['1/04/1998'],0.00018060744047619052,0.0057921334835865585,6.69400856689332e-05,23.37
1.8581e-05,0.0,['2/04/1998'],0.00015976203703703704,0.010645655615026402,1.85811197945914e-05,21.98
3.323e-05,0.0,['3/04/1998'],0.00015744457671957674,0.0023988846440244293,3.32295407568814e-05,21.82
8.9653e-05,0.0,['6/04/1998'],0.00016696458333333332,-0.0011764287834998863,8.96531073282834e-05,22.47
0.00010304,0.0,['7/04/1998'],0.00018511759259259261,-0.010605541979247604,0.000103039709110665,23.66
4.6874e-05,0.0,['8/04/1998'],0.00017752939814814819,-0.007145471791788474,4.68736607744503e-05,23.17
4.1266e-05,0.0,['9/04/1998'],0.0001530026785714286,0.008154380904402393,4.12664477316897e-05,21.51
4.411e-05,0.0,['13/04/1998'],0.00017145267857142854,-0.0008827397932201224,4.4110069731036e-05,22.77
1.0159e-05,0.0,['14/04/1998'],0.00015442860449735445,0.005446127487999207,1.01593374761558e-05,21.61
2.4636e-05,0.0,['15/04/1998'],0.00014430955687830689,0.003194533536757382,2.46360018101689e-05,20.89
4.2547e-05,0.0,['16/04/1998'],0.0001609271164021164,-0.010011351905137092,4.25467853213532e-05,22.06
2.3064e-05,0.0,['17/04/1998'],0.00014251904761904764,0.01304430636297904,2.30644863296775e-05,20.76
2.4255e-05,0.0,['20/04/1998'],0.00013748416005291008,0.0008280025580230243,2.42549255364206e-05,20.39
5.2126e-05,0.0,['21/04/1998'],0.00013108733465608466,0.0026840643224581916,5.21262460808189e-05,19.91
1.6786e-05,0.0,['22/04/1998'],0.00013056114417989422,0.0034290152816983215,1.67858448025396e-05,19.87
5.8538e-05,0.0,['23/04/1998'],0.00014033068783068787,-0.009741779707101123,5.85382754137324e-05,20.6
6.0599e-05,0.0,['24/04/1998'],0.00015961669973544972,-0.010487283432429786,6.05992593251348e-05,21.97
0.00028597,0.000242160924828696,['27/04/1998'],0.0002250952711640212,-0.01946799604532128,4.38060832868567e-05,26.09
9.5974e-05,0.0,['28/04/1998'],0.0001931841600529101,-0.0013169711571241248,9.59742877666521e-05,24.17
5.9172e-05,0.0,['29/04/1998'],0.0001716033068783069,0.008735042282126394,5.91716850792699e-05,22.78
0.00016921,0.0,['30/04/1998'],0.0001483440476190476,0.015518943784497464,0.000169205516030541,21.18
2.2822e-05,0.0,['1/05/1998'],0.00012368902116402115,0.008285793681353992,2.28219510367753e-05,19.34
8.0239e-05,0.0,['4/05/1998'],0.00013654179894179896,0.0009540496561947199,8.02394278167962e-05,20.32
5.3108e-05,0.0,['5/05/1998'],0.0001522921957671958,-0.005872458855767501,5.31078604085303e-05,21.46
4.153e-05,0.0,['6/05/1998'],0.00017175400132275133,-0.00952980073165462,4.15298931247919e-05,22.79
4.7013e-05,0.0,['7/05/1998'],0.00018091669973544975,-0.008890725181663655,4.70131839886679e-05,23.39
9.4081e-05,0.0,['8/05/1998'],0.00013992225529100527,0.011800725156606098,9.40813721306491e-05,20.57
6.8554e-05,0.0,['11/05/1998'],0.00014652860449735453,-0.0013545365493151786,6.85536635309993e-05,21.05
4.5115e-05,0.0,['12/05/1998'],0.00014555568783068787,0.008234276625105421,4.51149963467267e-05,20.98
5.5587e-05,0.0,['13/05/1998'],0.0001381592592592593,0.0027476355862561834,5.55869541366684e-05,20.44
5.7129e-05,0.0,['14/05/1998'],0.0001275560846560847,-0.0013326001533813978,5.71287733258483e-05,19.64
2.2343e-05,0.0,['15/05/1998'],0.0001381592592592593,-0.007762493494897834,2.23426202408382e-05,20.44
7.1764e-05,0.0,['18/05/1998'],0.00015557410714285715,-0.0026280749361211075,7.17635109592099e-05,21.69
4.2197e-05,0.0,['19/05/1998'],0.00013748416005291008,0.003340348154558566,4.21968489426017e-05,20.39
6.3528e-05,0.0,['20/05/1998'],0.00013082410714285715,0.008561557829331044,6.35282118324991e-05,19.89
2.5234e-05,0.0,['21/05/1998'],0.00012420119047619048,-0.003957564372074364,2.52342836854864e-05,19.38
2.7852e-05,0.0,['22/05/1998'],0.00011925267857142856,-0.003748133693934025,2.7851770758417e-05,18.99
7.2376e-05,0.0,['26/05/1998'],0.00016107304894179896,-0.01492436376093207,7.23755003255369e-05,22.07
0.00020633,0.0,['27/05/1998'],0.00016875267857142855,-0.0016375075128461955,0.000206327860795954,22.59
3.0602e-05,0.0,['28/05/1998'],0.0001422445767195767,0.00490450013399677,3.06023003374222e-05,20.74
8.6189e-05,0.0,['29/05/1998'],0.00015031164021164022,-0.00619627100142437,8.61890726412992e-05,21.32
5.8271e-05,0.0,['1/06/1998'],0.00017235744047619045,0.00014666788916201126,5.82712989854262e-05,22.83
7.528e-05,0.0,['2/06/1998'],0.00016005291005291006,0.002051094941218633,7.52800909877645e-05,22.0
7.5838e-05,5.15506583417903e-05,['3/06/1998'],0.00017265955687830687,-0.009641840361086434,2.42870191896651e-05,22.85
7.2117e-05,0.0,['4/06/1998'],0.0001489048941798942,0.011113470616852108,7.21171758156405e-05,21.22
7.3718e-05,0.0,['5/06/1998'],0.00012938108465608466,0.017232360283790913,7.3718065531412e-05,19.78
1.6395e-05,0.0,['8/06/1998'],0.0001400583333333333,0.0016684760640936788,1.63954125261439e-05,20.58
1.9822e-05,0.0,['9/06/1998'],0.00013924285714285713,0.0024080973801232967,1.9821555724728e-05,20.52
8.4541e-05,0.0,['10/06/1998'],0.00015257619047619048,-0.005496071108608912,8.45412774185695e-05,21.48
7.7653e-05,0.0,['11/06/1998'],0.00018371193783068784,-0.01604123464755864,7.76532474587539e-05,23.57
0.00016816,0.0,['12/06/1998'],0.0001716033068783069,0.0038843498794580646,0.000168164755463821,22.78
0.00017182,0.0,['15/06/1998'],0.00022699735449735453,-0.020066394743290444,0.000171822617355649,26.2
7.2999e-05,0.0,['16/06/1998'],0.00020338624338624338,0.009775555994872476,7.29989400953343e-05,24.8
0.0001515,0.0,['17/06/1998'],0.00016875267857142855,0.017788777273118124,0.000151502358213405,22.59
2.6509e-05,0.0,['18/06/1998'],0.00016136511243386242,-0.0006686304168722346,2.6509075348988e-05,22.09
3.4749e-05,0.0,['19/06/1998'],0.00015442860449735445,-0.0051834716561285936,3.47492834837219e-05,21.61
3.2542e-05,2.47239620171194e-05,['22/06/1998'],0.00015918108465608468,0.0023503906205262102,7.81850939594658e-06,21.94
6.9469e-05,5.43917378375072e-05,['23/06/1998'],0.00013453336640211643,0.014621919459869173,1.50775206697093e-05,20.17
